OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,ShapeSTArea,ShapeSTLength
6008,24,031,705702,3,240317057023,Block Group 3,G5030,S,1201928,124333,+38.9491166,-077.1081537,2195915.1640625,6303.40914365147
6009,24,031,705901,1,240317059011,Block Group 1,G5030,S,989087,0,+38.9918249,-077.1280163,1639615.2734375,6279.54403013942
6010,24,031,705901,2,240317059012,Block Group 2,G5030,S,1234908,369,+38.9946594,-077.1356700,2047812.16015625,7831.60411821795
6011,24,031,705901,3,240317059013,Block Group 3,G5030,S,2868494,22879,+38.9972787,-077.1518162,4793839.93359375,9228.67229251711
6012,24,025,303206,2,240253032062,Block Group 2,G5030,S,2242295,0,+39.5498388,-076.3877174,3776252.30078125,9934.56187661111
6013,24,025,301601,5,240253016015,Block Group 5,G5030,S,2270042,20201,+39.4112792,-076.3120372,3841954.109375,9428.61373863173
6014,24,025,301601,4,240253016014,Block Group 4,G5030,S,773579,0,+39.4196267,-076.3229589,1297954.97265625,5007.77044863335
6015,24,025,301602,1,240253016021,Block Group 1,G5030,S,1108387,0,+39.4286280,-076.2954046,1860191.34765625,7487.02506495178
6016,24,025,301602,2,240253016022,Block Group 2,G5030,S,2534550,160413,+39.4272018,-076.2718501,4522766.29296875,14297.1621921137
6017,24,005,403500,1,240054035001,Block Group 1,G5030,S,1069901,0,+39.3803787,-076.6916269,1793139.3359375,7239.40518023747
6018,24,005,403500,2,240054035002,Block Group 2,G5030,S,794414,0,+39.3738313,-076.6938400,1331176.390625,6074.41887939133
6019,24,005,403500,3,240054035003,Block Group 3,G5030,S,1262950,0,+39.3775536,-076.7055746,2116512.765625,7351.76525023137
6020,24,005,403601,1,240054036011,Block Group 1,G5030,S,380912,0,+39.3762684,-076.6802834,638325.4453125,3638.09640585937
6021,24,005,420600,3,240054206003,Block Group 3,G5030,S,705117,0,+39.2851116,-076.5173831,1178577.48828125,6169.34137351642
6022,24,005,420800,1,240054208001,Block Group 1,G5030,S,339877,0,+39.2703477,-076.5103537,567854.65625,4885.70897636632
6023,24,005,420800,2,240054208002,Block Group 2,G5030,S,1070806,0,+39.2659885,-076.5134493,1788837.98828125,6078.38349408478
6024,24,005,420900,1,240054209001,Block Group 1,G5030,S,495595,0,+39.2651397,-076.5224599,827895.9453125,5639.61882268488
6025,24,005,451802,1,240054518021,Block Group 1,G5030,S,2559009,2002139,+39.3197390,-076.3969527,7630884.67578125,15332.8456920647
6026,24,005,451802,2,240054518022,Block Group 2,G5030,S,6064159,19808286,+39.3178542,-076.3499360,43276147.0195312,31128.8662549128
6027,24,005,451803,1,240054518031,Block Group 1,G5030,S,2686797,1073190,+39.3272497,-076.3683334,6292437.875,12169.6161207264
6028,24,005,451803,2,240054518032,Block Group 2,G5030,S,975675,94989,+39.3260736,-076.3888357,1791771.6953125,6236.09396955015
6029,24,005,451900,1,240054519001,Block Group 1,G5030,S,9863677,92122468,+39.2452410,-076.3573513,170134018.5,57545.9293966894
6030,24,005,491401,1,240054914011,Block Group 1,G5030,S,118989,0,+39.3776160,-076.5702430,199408.87890625,2465.05835738741
6031,24,005,491401,2,240054914012,Block Group 2,G5030,S,487618,0,+39.3809061,-076.5752209,817247.46484375,3729.2044480191
6032,24,005,491401,3,240054914013,Block Group 3,G5030,S,597958,0,+39.3746921,-076.5748770,1002009.86328125,4760.27853747049
6033,24,005,491402,1,240054914021,Block Group 1,G5030,S,695366,0,+39.3778527,-076.5625126,1165334.6875,4577.30904305901
6034,24,005,491402,2,240054914022,Block Group 2,G5030,S,194161,0,+39.3807731,-076.5680391,325412.27734375,2460.35459112859
6035,24,005,491500,1,240054915001,Block Group 1,G5030,S,260106,0,+39.3884518,-076.5622437,436034.60546875,2966.23836948592
6036,24,005,491500,2,240054915002,Block Group 2,G5030,S,632625,0,+39.3846600,-076.5664178,1060401.44921875,5910.7830494617
6037,24,005,491500,3,240054915003,Block Group 3,G5030,S,235850,0,+39.3879715,-076.5686859,395364.4609375,2693.02227456169
6038,24,005,491600,1,240054916001,Block Group 1,G5030,S,430297,0,+39.3994626,-076.5600011,721562.8125,3759.87289551422
6039,24,005,491600,2,240054916002,Block Group 2,G5030,S,213131,0,+39.3953152,-076.5597189,357355.62109375,2680.89903153116
6040,24,033,800606,1,240338006061,Block Group 1,G5030,S,301995,0,+38.8229544,-076.7644970,498262.57421875,2827.68176658203
6041,24,011,955201,2,240119552012,Block Group 2,G5030,S,5318562,2872,+38.9475322,-075.8828465,8810421.875,17777.1164759709
6042,24,011,955302,3,240119553023,Block Group 3,G5030,S,1691675,182954,+38.8919390,-075.8229061,3098749.10546875,7872.12468060999
6043,24,025,306100,4,240253061004,Block Group 4,G5030,S,1142752,0,+39.5422451,-076.1070471,1924092.8984375,8956.76743868915
6044,24,025,306200,1,240253062001,Block Group 1,G5030,S,511392,258385,+39.5420124,-076.0883226,1296070.890625,6629.45601098802
6045,24,025,306200,2,240253062002,Block Group 2,G5030,S,422956,0,+39.5388288,-076.1033533,712074.90234375,5592.46801250235
6046,24,025,306200,3,240253062003,Block Group 3,G5030,S,985442,7391380,+39.5352666,-076.0897749,14098453.7539062,20646.9026898131
6047,24,025,306400,1,240253064001,Block Group 1,G5030,S,4203430,714405,+39.5700699,-076.1106596,8286816.0078125,12695.8371451063
6048,24,031,700723,1,240317007231,Block Group 1,G5030,S,471704,12854,+39.1491114,-077.1973728,806819.03515625,3935.29717033317
6049,24,031,701211,2,240317012112,Block Group 2,G5030,S,651034,0,+39.1061321,-077.1773564,1082694.06640625,4208.04507449318
6050,24,025,301703,2,240253017032,Block Group 2,G5030,S,3109364,32222,+39.4667480,-076.2606431,5278117.40234375,10939.1905162063
6051,24,025,302400,3,240253024003,Block Group 3,G5030,S,5179696,27493,+39.5044883,-076.2010488,8756771.484375,15985.2315983737
6052,24,025,302801,1,240253028011,Block Group 1,G5030,S,5451065,4611,+39.5464162,-076.1532231,9186204.296875,18884.7773245197
6053,24,025,302801,2,240253028012,Block Group 2,G5030,S,1312510,4180,+39.5270373,-076.1789816,2215986.79296875,6835.23349998981
6054,24,005,403602,1,240054036021,Block Group 1,G5030,S,1373663,0,+39.3768646,-076.6699289,2302005.515625,6956.286282177
6055,24,005,403702,1,240054037021,Block Group 1,G5030,S,3566334,4978,+39.3849803,-076.7458290,5986487.4140625,10321.7691195683
6056,24,005,420900,2,240054209002,Block Group 2,G5030,S,232650,0,+39.2622820,-076.5225985,388613.0078125,2740.3103779855
6057,24,005,420900,3,240054209003,Block Group 3,G5030,S,306588,0,+39.2589752,-076.5204701,512068.37109375,3317.95388371025
6058,24,005,421000,1,240054210001,Block Group 1,G5030,S,395953,0,+39.2608517,-076.5274133,661364.8203125,4968.15419730528
6059,24,005,421101,1,240054211011,Block Group 1,G5030,S,358472,0,+39.2558885,-076.5136066,598676.21875,3972.59564823593
6060,24,005,421101,2,240054211012,Block Group 2,G5030,S,325067,0,+39.2542544,-076.5190778,542861.69921875,3154.80400103376
6061,24,005,421102,1,240054211021,Block Group 1,G5030,S,414733,0,+39.2485656,-076.5121667,692492.296875,3407.20936385984
6062,24,005,421102,2,240054211022,Block Group 2,G5030,S,1717913,147542,+39.2471468,-076.5252912,3114725.08984375,8615.4993094214
6063,24,005,421200,1,240054212001,Block Group 1,G5030,S,722458,676487,+39.2473669,-076.4995260,2335942.8203125,10751.6858423234
6064,24,005,421200,2,240054212002,Block Group 2,G5030,S,181242,0,+39.2453593,-076.5005847,302597.29296875,2483.23386192426
6065,24,005,452000,1,240054520001,Block Group 1,G5030,S,499788,10898,+39.2442091,-076.4452518,852600.265625,6707.33804398617
6066,24,005,452000,2,240054520002,Block Group 2,G5030,S,1071342,2020,+39.2384851,-076.4483362,1791681.74609375,5991.72213661729
6067,24,005,452100,1,240054521001,Block Group 1,G5030,S,1228996,1142070,+39.2215786,-076.4476830,3955938.57421875,11641.2058205539
6068,24,031,701205,4,240317012054,Block Group 4,G5030,S,746198,606,+39.0347913,-077.1354458,1239461.70703125,5439.20840490583
6069,24,031,700901,1,240317009011,Block Group 1,G5030,S,717951,0,+39.0811471,-077.1484463,1193131.328125,5674.20902592512
6070,24,031,701303,2,240317013032,Block Group 2,G5030,S,2984309,131882,+39.1047820,-077.1055974,5182122.98828125,14388.8237759067
6071,24,031,701407,1,240317014071,Block Group 1,G5030,S,5975063,50038,+39.1081025,-077.0147455,10020483.2421875,15879.1430262267
6072,24,031,701422,1,240317014221,Block Group 1,G5030,S,323524,0,+39.0829685,-076.9437971,537678.74609375,3033.73352513856
6073,24,031,701506,1,240317015061,Block Group 1,G5030,S,3454696,4912,+39.0548604,-077.0050149,5745348.7734375,14918.9486254558
6074,24,031,701508,1,240317015081,Block Group 1,G5030,S,71225,0,+39.0491194,-076.9814829,118259.59375,2429.7740101668
6075,24,031,700105,1,240317001051,Block Group 1,G5030,S,3087963,21566,+39.1713613,-077.1622821,5180763.7734375,9875.52081020594
6076,24,005,491600,3,240054916003,Block Group 3,G5030,S,231625,0,+39.3918577,-076.5604451,388324.5703125,3223.03543762283
6077,24,005,491701,1,240054917011,Block Group 1,G5030,S,791063,0,+39.4018278,-076.5375907,1326617.6015625,5953.68509761952
6078,24,005,492600,3,240054926003,Block Group 3,G5030,S,1072457,0,+39.4107407,-076.5288813,1798971.08984375,5657.2518361074
6079,24,005,492600,2,240054926002,Block Group 2,G5030,S,1326033,0,+39.4168996,-076.5341683,2224717.9140625,7198.73749986843
6080,24,005,492600,1,240054926001,Block Group 1,G5030,S,1785855,0,+39.4241354,-076.5171485,2996801.52734375,8490.36079778541
6081,24,031,701505,1,240317015051,Block Group 1,G5030,S,149308,0,+39.0404049,-076.9932782,247846.859375,2037.77215985737
6082,24,031,704805,2,240317048052,Block Group 2,G5030,S,50788,0,+38.9857338,-077.0974781,84177.453125,1263.59854216639
6083,24,031,704806,2,240317048062,Block Group 2,G5030,S,161796,0,+38.9908890,-077.1001937,268204.20703125,2135.31843467974
6084,24,031,703213,3,240317032133,Block Group 3,G5030,S,210871,889,+39.0869466,-077.0772001,351972.59765625,2387.52554919191
6085,24,025,303101,1,240253031011,Block Group 1,G5030,S,10109017,189549,+39.6043279,-076.3248457,17371592.6875,29868.1119705309
6086,24,025,304102,3,240253041023,Block Group 3,G5030,S,21817803,92078,+39.7125305,-076.4824123,37068498.6835938,32374.6852161556
6087,24,025,304201,5,240253042015,Block Group 5,G5030,S,9078612,37172,+39.5215759,-076.4674541,15342243.7148438,18285.076976727
6088,24,031,704803,3,240317048033,Block Group 3,G5030,S,204023,0,+38.9793980,-077.0972086,338087.78515625,2615.93607372011
6089,24,031,704503,1,240317045031,Block Group 1,G5030,S,543655,0,+39.0110985,-077.1205379,901707.51171875,3945.19278929412
6090,24,031,706007,1,240317060071,Block Group 1,G5030,S,6928194,51076,+39.0486893,-077.2205516,11587784.3828125,17770.1094306531
6091,24,031,700610,1,240317006101,Block Group 1,G5030,S,4953859,399534,+39.1387592,-077.2520748,8911365.46875,14754.6126017011
6092,24,025,303700,1,240253037001,Block Group 1,G5030,S,13477204,3315,+39.5314886,-076.2373467,22693162.125,27210.4239132763
6093,24,025,301102,1,240253011021,Block Group 1,G5030,S,7100655,57213,+39.5102024,-076.2867214,12041892.3398438,17221.7228524127
6094,24,025,303300,2,240253033002,Block Group 2,G5030,S,6766710,19056,+39.5151513,-076.3886270,11416851.6640625,15195.4245878286
6095,24,025,301106,2,240253011062,Block Group 2,G5030,S,2057098,0,+39.5000291,-076.3152903,3459428.9140625,11320.615902807
6096,24,025,301202,3,240253012023,Block Group 3,G5030,S,962756,0,+39.4849224,-076.3188237,1618376.21484375,6332.95202217673
6097,24,025,301202,2,240253012022,Block Group 2,G5030,S,689453,0,+39.4966371,-076.3284956,1159345.26171875,4795.54799787022
6098,24,025,302801,3,240253028013,Block Group 3,G5030,S,3111944,5226,+39.5275135,-076.1583033,5246030.91015625,10814.1772001187
6099,24,025,302802,1,240253028021,Block Group 1,G5030,S,1904619,0,+39.5184681,-076.1743272,3204694.14453125,9938.95168090485
6100,24,025,302901,2,240253029012,Block Group 2,G5030,S,3401806,4774,+39.5099976,-076.1454692,5730624.609375,15174.6140611147
6101,24,025,302802,2,240253028022,Block Group 2,G5030,S,539631,0,+39.5113246,-076.1768948,907793.23046875,5086.58464447391
6102,24,005,403803,1,240054038031,Block Group 1,G5030,S,3487904,0,+39.3881692,-076.7023546,5846965.0625,10923.512105211
6103,24,005,403803,2,240054038032,Block Group 2,G5030,S,2284007,4312,+39.3964905,-076.6751971,3836947.1640625,9796.14002992444
6104,24,005,404201,1,240054042011,Block Group 1,G5030,S,702016,0,+39.4421046,-076.7940718,1178632.30078125,5161.40948339817
6105,24,005,430101,1,240054301011,Block Group 1,G5030,S,356903,0,+39.2395118,-076.6467480,595780.4375,3712.36321036311
6106,24,005,430101,2,240054301012,Block Group 2,G5030,S,1108467,2098,+39.2382101,-076.6437019,1853737.24609375,8763.64851177976
6107,24,005,430104,1,240054301041,Block Group 1,G5030,S,647593,0,+39.2318876,-076.6384006,1080797.7890625,4717.4066588745
6108,24,005,430200,1,240054302001,Block Group 1,G5030,S,609420,0,+39.2505400,-076.6531896,1017622.734375,5511.02724961111
6109,24,005,430200,3,240054302003,Block Group 3,G5030,S,558099,15655,+39.2436551,-076.6527331,957943.4609375,6134.30035305178
6110,24,005,430300,1,240054303001,Block Group 1,G5030,S,823791,50235,+39.2350187,-076.6563881,1458811.0546875,8297.76667883502
6111,24,005,452300,2,240054523002,Block Group 2,G5030,S,2183558,240950,+39.3019243,-076.5093967,4054161.171875,12489.541150026
6112,24,005,452400,1,240054524001,Block Group 1,G5030,S,5369248,951012,+39.2958995,-076.4988708,10565236.8710938,15031.7704527615
6113,24,005,452500,1,240054525001,Block Group 1,G5030,S,540013,313538,+39.2667569,-076.4742084,1425967.13671875,9381.2946712969
6114,24,005,491900,1,240054919001,Block Group 1,G5030,S,526568,0,+39.3943226,-076.5306437,882864.28515625,4043.01846022836
6115,24,005,491900,2,240054919002,Block Group 2,G5030,S,918076,0,+39.3953612,-076.5407572,1539338.34375,6952.18463325396
6116,24,005,492001,2,240054920012,Block Group 2,G5030,S,355697,0,+39.3857634,-076.5560938,596233.8203125,3757.48696792288
6117,24,005,492002,1,240054920021,Block Group 1,G5030,S,394503,0,+39.3925833,-076.5473387,661407.09765625,3383.09820484814
6118,24,005,492002,2,240054920022,Block Group 2,G5030,S,341765,0,+39.3805517,-076.5520251,572794.578125,3580.4181249233
6119,24,005,492002,3,240054920023,Block Group 3,G5030,S,400340,0,+39.3843600,-076.5498076,671040.0234375,3994.560149577
6120,24,005,492002,4,240054920024,Block Group 4,G5030,S,426803,0,+39.3841096,-076.5459291,715392.796875,5121.47586341137
6121,24,005,492101,1,240054921011,Block Group 1,G5030,S,529303,0,+39.3885811,-076.5369802,887309.28515625,4305.64091304723
6122,24,005,492101,2,240054921012,Block Group 2,G5030,S,266429,0,+39.3865522,-076.5414088,446607.6015625,2815.53243891554
6123,24,025,301401,3,240253014013,Block Group 3,G5030,S,1376909,183756,+39.3964149,-076.3479004,2617830.5546875,12172.8726042168
6124,24,025,302902,1,240253029021,Block Group 1,G5030,S,564963,0,+39.5062277,-076.1694204,950273.43359375,4218.37463242136
6125,24,025,302902,3,240253029023,Block Group 3,G5030,S,1882937,4361,+39.4992627,-076.1819259,3173882.984375,10044.3746487873
6126,24,025,303101,4,240253031014,Block Group 4,G5030,S,3332955,2427,+39.5565531,-076.3114426,5618049.08203125,10738.840169629
6127,24,005,404202,1,240054042021,Block Group 1,G5030,S,2556450,5001,+39.4404724,-076.7746529,4299930.7265625,12047.4806679379
6128,24,005,404202,2,240054042022,Block Group 2,G5030,S,274593,0,+39.4273918,-076.7863765,460828.47265625,2980.45484969971
6129,24,005,404202,4,240054042024,Block Group 4,G5030,S,320224,0,+39.4275122,-076.7832833,537412.375,4471.24854250164
6130,24,005,430300,2,240054303002,Block Group 2,G5030,S,209758,0,+39.2384235,-076.6523803,350141.6875,2797.08099073555
6131,24,005,430300,3,240054303003,Block Group 3,G5030,S,850408,4531,+39.2391024,-076.6595098,1427085.265625,6495.33341949727
6132,24,005,430300,4,240054303004,Block Group 4,G5030,S,249908,11007,+39.2400028,-076.6554400,435574.13671875,3182.94929823746
6133,24,005,430400,1,240054304001,Block Group 1,G5030,S,3453779,160,+39.2536377,-076.6747913,5768059.76171875,10832.1471891278
6134,24,005,430400,2,240054304002,Block Group 2,G5030,S,1803542,1732,+39.2434558,-076.6834068,3014138.15625,7102.48330196339
6135,24,005,430400,3,240054304003,Block Group 3,G5030,S,1943339,0,+39.2361278,-076.6813470,3243708.890625,8061.55848528674
6136,24,005,430600,1,240054306001,Block Group 1,G5030,S,1301853,0,+39.2315486,-076.6976508,2172697.30078125,6685.56624779903
6137,24,005,452500,2,240054525002,Block Group 2,G5030,S,542638,0,+39.2676751,-076.4721545,906551.96875,4655.95672460235
6138,24,005,490100,2,240054901002,Block Group 2,G5030,S,4820351,655449,+39.4335891,-076.5725279,9190643.2109375,16264.3607987352
6139,24,005,490100,3,240054901003,Block Group 3,G5030,S,3336456,0,+39.4159039,-076.5803626,5597496.65625,13264.0452428151
6140,24,005,490200,1,240054902001,Block Group 1,G5030,S,958382,0,+39.4194402,-076.6029984,1608017.3671875,5110.38925208118
6141,24,005,492101,4,240054921014,Block Group 4,G5030,S,342951,0,+39.3778951,-076.5424417,574739.1953125,3296.70430060182
6142,24,005,492102,2,240054921022,Block Group 2,G5030,S,633557,0,+39.3748846,-076.5573603,1061665.06640625,5684.94210634598
6143,24,005,492200,1,240054922001,Block Group 1,G5030,S,1744605,0,+39.4139981,-076.5187548,2926714.578125,8697.97228196113
6144,24,005,492200,2,240054922002,Block Group 2,G5030,S,752466,0,+39.3993074,-076.5267504,1261798.39453125,4989.79534923399
6145,24,005,492200,3,240054922003,Block Group 3,G5030,S,402860,0,+39.4042813,-076.5224421,675646.16015625,3570.32828990538
6146,24,033,800511,4,240338005114,Block Group 4,G5030,S,1065849,0,+38.9121956,-076.7261455,1762922.609375,6114.95416956525
6147,24,033,800519,2,240338005192,Block Group 2,G5030,S,968704,0,+38.9294589,-076.7275136,1603023.515625,6655.91379092417
6148,24,033,800519,3,240338005193,Block Group 3,G5030,S,1357654,0,+38.9208873,-076.7237615,2246120.15625,6144.95050337967
6149,24,041,960201,2,240419602012,Block Group 2,G5030,S,72009156,24649242,+38.8079225,-076.1507791,159450631.898438,63165.6827956135
6150,24,041,960700,3,240419607003,Block Group 3,G5030,S,14641121,10499054,+38.8015458,-076.2369743,41451619.875,42903.9438602358
6151,24,025,303206,1,240253032061,Block Group 1,G5030,S,1208875,0,+39.5494737,-076.3737484,2035842.796875,6031.32650067455
6152,24,025,303300,3,240253033003,Block Group 3,G5030,S,7246555,31457,+39.5213825,-076.4387844,12245236.3476562,15355.6480460685
6153,24,005,404403,2,240054044032,Block Group 2,G5030,S,468338,0,+39.4468030,-076.8253372,786412.01953125,4541.03072364795
6154,24,005,404402,2,240054044022,Block Group 2,G5030,S,1330442,0,+39.4631417,-076.7986809,2235056.46484375,6217.9984437436
6155,24,005,404501,1,240054045011,Block Group 1,G5030,S,948761,0,+39.4595005,-076.8197556,1593696.2109375,5544.70721348519
6156,24,005,404501,2,240054045012,Block Group 2,G5030,S,1030416,0,+39.4528284,-076.8137453,1730528.2265625,6627.57550294322
6157,24,005,404502,2,240054045022,Block Group 2,G5030,S,307006,0,+39.4488619,-076.8006420,515541.53515625,3614.49591589534
6158,24,005,404502,3,240054045023,Block Group 3,G5030,S,304831,0,+39.4441415,-076.8041645,511817.05859375,3356.86903347925
6159,24,005,430700,1,240054307001,Block Group 1,G5030,S,505255,0,+39.2435092,-076.6941889,843517.71484375,4232.93858938849
6160,24,005,430700,2,240054307002,Block Group 2,G5030,S,707733,0,+39.2437831,-076.7042524,1181567.0625,4710.2696859679
6161,24,005,430800,1,240054308001,Block Group 1,G5030,S,647420,0,+39.2528134,-076.6949326,1081151.4453125,4670.94852310865
6162,24,005,430800,3,240054308003,Block Group 3,G5030,S,511390,0,+39.2495653,-076.7012659,853906.125,4487.4741132133
6163,24,005,430900,3,240054309003,Block Group 3,G5030,S,459948,0,+39.2611766,-076.7004452,768260.1640625,4484.19091747975
6164,24,005,440100,1,240054401001,Block Group 1,G5030,S,697157,0,+39.3834632,-076.5273968,1168526.171875,4506.31605769757
6165,24,005,440100,2,240054401002,Block Group 2,G5030,S,543969,0,+39.3769109,-076.5282547,911590.08203125,4024.10373912062
6166,24,005,440100,4,240054401004,Block Group 4,G5030,S,411567,0,+39.3787635,-076.5349629,689746.1328125,3479.45886045386
6167,24,005,440200,1,240054402001,Block Group 1,G5030,S,260390,0,+39.3604633,-076.5278665,436164.859375,3677.72065786015
6168,24,005,490200,2,240054902002,Block Group 2,G5030,S,713052,0,+39.4180705,-076.6124067,1196342.3046875,5501.59347348543
6169,24,005,490200,3,240054902003,Block Group 3,G5030,S,569389,0,+39.4164127,-076.6210674,955265.3046875,5248.6442062786
6170,24,005,490302,1,240054903021,Block Group 1,G5030,S,753238,0,+39.4034966,-076.5772082,1263246.78515625,4869.11662347196
6171,24,005,490302,2,240054903022,Block Group 2,G5030,S,500117,0,+39.4067666,-076.5842139,838813.23046875,4665.97787601037
6172,24,005,490400,1,240054904001,Block Group 1,G5030,S,2531861,0,+39.4068947,-076.6585580,4246564.96484375,11300.8426892732
6173,24,033,801312,1,240338013121,Block Group 1,G5030,S,1894838,0,+38.7065332,-076.9821973,3116189.34765625,7025.19880436215
6174,24,025,303400,1,240253034001,Block Group 1,G5030,S,5054970,7631,+39.4938555,-076.3854994,8512421.37109375,12769.0332041507
6175,24,025,303502,1,240253035021,Block Group 1,G5030,S,782189,10341,+39.5218308,-076.3645460,1333611.984375,5328.34723195974
6176,24,025,303602,2,240253036022,Block Group 2,G5030,S,1502722,0,+39.5258721,-076.3299572,2529001.04296875,6391.29853452978
6177,24,005,407002,3,240054070023,Block Group 3,G5030,S,32901192,82177,+39.6558079,-076.5928792,55711576.4257812,38937.4094065847
6178,24,005,408400,1,240054084001,Block Group 1,G5030,S,9960323,67816,+39.4815609,-076.6522133,16854792.1875,20194.0401180544
6179,24,005,408503,1,240054085031,Block Group 1,G5030,S,713248,0,+39.4701881,-076.6353911,1198450.3515625,4754.23070590654
6180,24,005,408503,2,240054085032,Block Group 2,G5030,S,1329606,12985,+39.4595485,-076.6255220,2255235.6953125,7317.30400889106
6181,24,005,408505,1,240054085051,Block Group 1,G5030,S,1414174,5404,+39.4518092,-076.6128875,2384072.85546875,7277.71562745726
6182,24,005,440200,2,240054402002,Block Group 2,G5030,S,1618105,0,+39.3698783,-076.5227135,2711107.36328125,8092.78730263458
6183,24,005,440400,1,240054404001,Block Group 1,G5030,S,580947,0,+39.3569804,-076.5235138,973011.26171875,3941.9943851056
6184,24,005,440400,2,240054404002,Block Group 2,G5030,S,804304,0,+39.3503617,-076.5179288,1346853.5078125,5411.59823571164
6185,24,005,440400,3,240054404003,Block Group 3,G5030,S,946054,0,+39.3437344,-076.5243736,1583923.37109375,6581.80283444271
6186,24,005,440400,4,240054404004,Block Group 4,G5030,S,344258,0,+39.3512051,-076.5260071,576493.0078125,3201.9043958284
6187,24,005,490400,2,240054904002,Block Group 2,G5030,S,3267322,247270,+39.3913440,-076.6563473,5892163.0390625,10564.0531118102
6188,24,005,490500,1,240054905001,Block Group 1,G5030,S,1288279,1687,+39.4090992,-076.6380373,2163670.953125,6321.91452640653
6189,24,005,490500,2,240054905002,Block Group 2,G5030,S,2797202,0,+39.3942632,-076.6351161,4689913.7421875,9300.98786914611
6190,24,005,490500,3,240054905003,Block Group 3,G5030,S,2484113,96451,+39.3749384,-076.6318343,4324685.87109375,9392.64718155118
6191,24,005,490602,1,240054906021,Block Group 1,G5030,S,458694,0,+39.3828740,-076.6110081,768818.35546875,4785.32880862922
6192,24,005,490603,1,240054906031,Block Group 1,G5030,S,521402,0,+39.3833998,-076.6208961,873935.03515625,5142.86572171796
6193,24,025,301302,3,240253013023,Block Group 3,G5030,S,452121,959,+39.4329023,-076.3198579,760483.69921875,4272.47099510431
6194,24,013,514201,1,240135142011,Block Group 1,G5030,S,10301331,53409,+39.4271065,-077.0276197,17377053.5234375,16780.1035481491
6195,24,031,706008,3,240317060083,Block Group 3,G5030,S,14915184,3940122,+39.0134024,-077.2310201,31262366.59375,45857.5819352616
6196,24,031,703213,2,240317032132,Block Group 2,G5030,S,245545,0,+39.0907453,-077.0738496,408171.8828125,2655.99809416072
6197,24,031,704401,2,240317044012,Block Group 2,G5030,S,1053048,486,+39.0260507,-077.1176276,1748118.66796875,5797.064047706
6198,24,013,506102,2,240135061022,Block Group 2,G5030,S,6914790,2853,+39.6432474,-076.8903877,11680903.7578125,14726.7047152751
6199,24,013,506200,2,240135062002,Block Group 2,G5030,S,9740545,11800,+39.7048566,-076.8379081,16497282.625,19226.2180869536
6200,24,025,301704,2,240253017042,Block Group 2,G5030,S,1444699,59,+39.4743261,-076.2550451,2428061.64453125,7082.18465805072
6201,24,021,766800,1,240217668001,Block Group 1,G5030,S,3716906,29841,+39.7144388,-077.3255060,6339733.9296875,11673.4634776694
6202,24,510,260202,2,245102602022,Block Group 2,G5030,S,320115,1618,+39.3230149,-076.5554111,538341.1015625,3892.74866281423
6203,24,510,130805,1,245101308051,Block Group 1,G5030,S,1632325,6396,+39.3521339,-076.6522287,2744136.125,7294.30840446624
6204,24,510,260605,6,245102606056,Block Group 6,G5030,S,8130342,7147170,+39.2571476,-076.5473462,25515108.7226562,27332.7961886096
6205,24,031,701004,2,240317010042,Block Group 2,G5030,S,763603,0,+39.0984725,-077.1735000,1269624.015625,6318.59198026756
6206,24,021,767500,1,240217675001,Block Group 1,G5030,S,37646973,181742,+39.6324643,-077.3404109,63881990.8554688,43849.2906668696
6207,24,009,990100,0,240099901000,Block Group 0,G5030,S,0,248387420,+38.5209293,-076.4434693,406402652.035156,139187.914497453
6208,24,021,752900,2,240217529002,Block Group 2,G5030,S,81784569,253989,+39.6405256,-077.4532811,138512542.554688,72523.5674447732
6209,24,019,970300,1,240199703001,Block Group 1,G5030,S,40212616,54510,+38.5791803,-075.9148037,65997363.5976562,44323.2439204458
6210,24,019,970702,1,240199707021,Block Group 1,G5030,S,17006447,1123594,+38.5402564,-076.0473331,29677964.8203125,41593.7654914813
6211,24,019,970100,2,240199701002,Block Group 2,G5030,S,110573404,3499211,+38.5898809,-075.7674267,186956781.996094,61956.6556392214
6212,24,019,970500,2,240199705002,Block Group 2,G5030,S,2140548,0,+38.5734730,-076.0951726,3507334.265625,10394.2144127384
6213,24,019,970300,4,240199703004,Block Group 4,G5030,S,7226340,4642599,+38.5694149,-076.0021313,19446797.421875,18930.7714322777
6214,24,025,301108,2,240253011082,Block Group 2,G5030,S,1923116,0,+39.4937769,-076.3048059,3233536.46875,8080.99521840425
6215,24,001,001800,2,240010018002,Block Group 2,G5030,S,1497959,0,+39.6401658,-078.9360598,2529248.390625,6853.82022783882
6216,24,001,001800,3,240010018003,Block Group 3,G5030,S,863785,2338,+39.6500874,-078.9328022,1462890.85546875,6430.58074901663
6217,24,001,000800,1,240010008001,Block Group 1,G5030,S,2948427,408357,+39.6288831,-078.7630037,5666009.62109375,16294.1478028811
6218,24,001,002000,3,240010020003,Block Group 3,G5030,S,27954708,550606,+39.5229140,-078.9277335,47968471.5859375,42085.7378153681
6219,24,001,002200,2,240010022002,Block Group 2,G5030,S,3821024,150002,+39.4832522,-079.0586411,6675701.796875,12918.7486950186
